dataset,seed,strategy,cache_hit_rate,false_hit,counterexample_detected,runtime_overhead_ms
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,17,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,19,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,23,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,27,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,29,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.98,0,0,8.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
ordering_v1,31,normalized_ast_plus_guard_signature,0.48,0,0,18.4
